(0.0032958984375, 0)
(0.003143310546875, 0)
(0.003143310546875, 0)
(0.00323486328125, 0)
(0.00323486328125, 0)
(0.003173828125, 0)
(0.003173828125, 0)
(0.003204345703125, 0)
(0.00323486328125, 0)
(0.003204345703125, 0)
(0.003204345703125, 0)
(0.00323486328125, 0)
(0.00323486328125, 0)
(0.003204345703125, 0)
(0.00323486328125, 0)
(0.003265380859375, 0)
(0.00323486328125, 0)
(0.00323486328125, 0)
(0.003265380859375, 0)
(0.003265380859375, 0)
(0.00323486328125, 0)
(0.00323486328125, 0)
(0.0032958984375, 0)
(0.003265380859375, 0)
(0.00323486328125, 0)
(0.0032958984375, 0)
(0.00323486328125, 0)
(0.003265380859375, 0)
(0.00323486328125, 0)
(0.00323486328125, 0)
(0.00323486328125, 0)
(0.003173828125, 0)
(0.003173828125, 0)
(0.003204345703125, 0)
(0.003204345703125, 0)
(0.003173828125, 0)
(0.003173828125, 0)
(0.003204345703125, 0)
(0.00323486328125, 0)
(0.003173828125, 0)
(0.003143310546875, 0)
(0.003204345703125, 0)
(0.003204345703125, 0)
(0.003204345703125, 0)
(0.003143310546875, 0)
(0.003173828125, 0)
(0.003265380859375, 0)
(0.003173828125, 0)
(0.003143310546875, 0)
(0.003173828125, 0)
(0.003265380859375, 0)
(0.00323486328125, 0)
(0.00311279296875, 0)
(0.003173828125, 0)
(0.003265380859375, 0)
(0.003173828125, 0)
(0.003143310546875, 0)
(0.003173828125, 0)
(0.0032958984375, 0)
(0.00323486328125, 0)
(0.003143310546875, 0)
(0.003204345703125, 0)
(0.003326416015625, 0)
(0.0032958984375, 0)
(0.003143310546875, 0)
(0.003173828125, 0)
(0.003326416015625, 0)
(0.0032958984375, 0)
(0.003143310546875, 0)
(0.003173828125, 0)
(0.0032958984375, 0)
(0.0032958984375, 0)
(0.003143310546875, 0)
(0.003143310546875, 0)
(0.003326416015625, 0)
(0.003326416015625, 0)
(0.003143310546875, 0)
(0.00311279296875, 0)
(0.003265380859375, 0)
(0.0032958984375, 0)
(0.00311279296875, 0)
(0.00311279296875, 0)
(0.0032958984375, 0)
(0.0032958984375, 0)
(0.00311279296875, 0)
(0.00311279296875, 0)
(0.003326416015625, 0)
